artists,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,key,mode,count,genres
Michael Marshall,0.209,0.6,253533.0,0.706,0.0,0.125,-7.899,0.361,173.926,0.58,74.0,10,0,2,[]
Michael Martin Murphey,0.3427263157894737,0.5530526315789475,237607.2631578948,0.3817894736842105,0.001822052631578948,0.14095789473684214,-13.035157894736841,0.03161052631578948,96.77347368421051,0.4221578947368421,38.1578947368421,4,1,19,"['country rock', 'cowboy western', 'new mexico music', 'outlaw country', 'soft rock']"
Michael McDonald,0.2641255813953489,0.6286744186046513,253661.4651162791,0.42072093023255824,0.0020983237209302326,0.1463720930232558,-14.253348837209305,0.04193953488372093,108.17430232558144,0.6102558139534886,39.44186046511628,0,1,43,"['mellow gold', 'quiet storm', 'soft rock', 'yacht rock']"
Michael Morgan Wise,0.898,0.39399999999999996,265428.5,0.08149999999999999,0.0034635999999999994,0.34,-17.6175,0.0505,87.63749999999996,0.14650000000000002,0.0,9,1,4,[]
Michael Nesmith,0.8029999999999999,0.3905,174846.5,0.552,0.01245,0.44799999999999995,-10.895999999999999,0.0437,114.46,0.667,39.0,6,1,2,"['bubblegum pop', 'country rock']"
Michael Nyman,0.9676,0.23584000000000005,177557.4,0.20940000000000009,0.8882000000000001,0.12025999999999999,-18.6326,0.03457999999999998,122.285,0.2175,49.0,9,0,10,"['bow pop', 'british contemporary classical', 'british soundtrack', 'compositional ambient', 'minimalism', 'post-minimalism', 'soundtrack']"
Michael O. Drexler,0.9727499999999998,0.25,766676.75,0.158525,0.8909999999999999,0.16200000000000006,-20.438,0.0342,82.7895,0.09625,0.75,5,1,8,[]
Michael Park,0.446,0.409,259693.0,0.40399999999999997,0.0,0.132,-6.517,0.0285,80.35600000000002,0.28800000000000003,60.0,4,1,1,[]
Michael Penn,0.054000000000000006,0.633,250813.0,0.795,8.83e-05,0.34,-7.617000000000001,0.0319,103.50399999999999,0.833,43.0,0,1,2,[]
Michael Penny,0.995,0.4685,151642.0,0.0164,0.951,0.1015,-28.5805,0.05160000000000002,72.73949999999998,0.28200000000000003,63.5,1,1,4,[]
Michael Peterson,0.4420000000000001,0.6025,199207.0,0.5585,0.0,0.127,-7.67,0.02445,89.738,0.534,42.0,7,1,4,"['country', 'country road']"
Michael Potts,0.307,0.6073333333333334,268449.0,0.7163333333333334,0.0,0.0924,-8.436,0.30400000000000005,140.644,0.4533333333333334,47.66666666666666,3,1,3,[]
Michael R. Hicks,0.943,0.11699999999999999,335653.0,0.195,0.075,0.268,-15.427,0.0374,82.992,0.139,41.0,5,1,1,"['lds', 'lds youth']"
Michael R. Hicks Youth choir,0.943,0.11699999999999999,335653.0,0.195,0.075,0.268,-15.427,0.0374,82.992,0.139,41.0,5,1,2,[]
Michael Rabin,0.9394324324324328,0.4782432432432434,171818.86486486485,0.23824864864864875,0.6166757475675677,0.1448297297297297,-17.395378378378382,0.06763243243243239,105.79345945945947,0.5554432432432431,0.2972972972972973,9,1,37,['violin']
Michael Raucheisen,0.98825,0.4670000000000001,169554.5,0.12195,0.001018715,0.17202499999999998,-14.87475,0.0627,92.1685,0.236225,0.0,3,1,8,[]
Michael Ray,0.19243,0.55275,196406.75,0.7595,5.475e-05,0.211725,-4.6819999999999995,0.035425,149.46524999999997,0.5589999999999999,61.0,4,1,8,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
Michael Riesman,0.8611538461538462,0.3271538461538461,366136.30769230775,0.16551538461538462,0.7457928784615385,0.16106153846153848,-21.086769230769235,0.04156153846153846,119.11215384615379,0.1973692307692307,28.538461538461537,10,1,26,['compositional ambient']
Michael Roider,0.9675,0.3175,205126.5,0.11245,0.461215,0.17800000000000002,-18.7845,0.04425,131.3495,0.19885,50.5,2,1,2,[]
Michael Ruff,0.9159999999999999,0.42200000000000004,267493.0,0.0223,5.92e-06,0.0898,-23.715,0.0418,129.827,0.322,52.0,10,1,2,['deep soft rock']
Michael Rupert,0.5660000000000001,0.6246666666666666,280253.33333333326,0.373,0.0,0.2502666666666667,-11.690333333333333,0.4733333333333333,132.8226666666667,0.5676666666666667,45.33333333333334,1,1,3,[]
Michael S.,0.0214,0.638,212427.0,0.74,1.2e-06,0.142,-4.928,0.0579,128.045,0.45399999999999996,48.0,9,0,2,"['scorecore', 'video game music']"
Michael Salgado,0.12414000000000001,0.6966,334914.8,0.7344000000000002,0.00018206,0.5316600000000001,-6.218400000000001,0.09112,92.52600000000001,0.635,41.2,7,1,10,"['norteno', 'tejano']"
Michael Salvatori,0.5119589999999999,0.3912000000000001,206504.61538461526,0.4185692307692307,0.8830000000000001,0.14027692307692308,-15.748153846153846,0.049000000000000016,122.99084615384615,0.2090923076923077,46.53846153846154,11,1,26,"['scorecore', 'video game music']"
Michael Sarsfield,0.9590000000000001,0.326,95095.0,0.462,0.88,0.627,-13.198,0.0517,137.753,0.505,0.0,2,1,2,[]
Michael Schenker Group,0.0047524,0.3258,281034.6,0.8782,0.2200696000000001,0.23282,-8.497200000000001,0.07746,128.8566,0.4658000000000001,36.8,9,1,10,"['album rock', 'german hard rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']"
Michael Schulte,0.905,0.531,224743.0,0.34700000000000003,0.0,0.0935,-7.044,0.0345,114.441,0.289,71.0,0,1,2,"['german pop', 'pop', 'viral pop']"
Michael Scott Fan Club,0.0134,0.507,64558.0,0.522,0.758,0.62,-6.96,0.0293,168.01,0.557,50.0,0,1,2,[]
Michael Sembello,0.14806666666666668,0.5733333333333334,265915.66666666674,0.5353333333333333,4.0066666666666676e-06,0.04246666666666666,-12.506666666666666,0.061600000000000016,142.7363333333334,0.7633333333333333,57.0,3,0,3,['hi-nrg']
Michael Seyer,0.813,0.578,226795.0,0.402,0.228,0.113,-13.425999999999998,0.0403,136.67600000000002,0.185,54.0,9,1,2,"['bedroom pop', 'indie garage rock']"
Michael Stanley Band,0.05181888888888889,0.4662222222222223,293676.88888888893,0.7283333333333335,0.008699576666666669,0.4459888888888889,-9.900222222222222,0.04861111111111111,126.10866666666668,0.6192222222222222,24.222222222222207,2,1,18,"['album rock', 'classic rock', 'heartland rock', 'soft rock']"
Michael Tilson Thomas,0.8435098039215687,0.3102,216175.94117647046,0.19179160784313729,0.6626360784313727,0.18431176470588229,-24.249078431372556,0.04660980392156863,108.08827450980392,0.19877254901960786,7.294117647058822,0,1,51,"['classical performance', 'orchestral performance']"
Michael Vampire,0.0033299999999999996,0.525,217693.0,0.927,6.39e-05,0.124,-4.323,0.0378,107.02799999999999,0.0722,49.0,8,1,2,[]
Michael Verdick,0.1645,0.6985,271180.0,0.6339999999999999,0.002091185,0.1043,-8.325,0.0357,95.7005,0.7865,34.5,5,0,4,[]
Michael W. Smith,0.4780739130434784,0.4189565217391305,284277.39130434784,0.4396565217391305,0.008088706956521741,0.4207173913043479,-10.77423913043478,0.03682173913043478,127.94689130434782,0.2484260869565217,43.43478260869565,7,1,46,"['ccm', 'christian alternative rock', 'christian music', 'world worship', 'worship']"
Michael Watts,0.0213,0.7340000000000001,321933.0,0.5479999999999999,0.0,0.512,-9.682,0.386,128.289,0.7240000000000001,41.0,11,1,2,['chopped and screwed']
Michael White,0.797,0.479,374787.0,0.35100000000000003,0.457,0.0681,-14.815,0.0856,73.221,0.654,33.0,8,1,2,['gaming edm']
Michael William Balfe,0.965,0.34700000000000003,178960.0,0.158,1.1e-06,0.718,-13.350999999999999,0.0423,101.62799999999999,0.28800000000000003,0.0,7,1,1,"['irish classical', 'victorian britain']"
Michael Wong,0.6915,0.5725,254681.0,0.3895,0.0,0.0976,-8.0265,0.02635,120.38000000000002,0.2735,56.0,6,1,4,"['c-pop', 'malaysian mandopop', 'mandopop']"
Michael Wycoff,0.0136,0.6890000000000001,320280.0,0.604,3.84e-05,0.13,-9.01,0.0351,104.383,0.72,45.0,7,0,2,"['post-disco', 'post-disco soul']"
Michael-Leon Wooley,0.321,0.6890000000000001,142093.0,0.779,1.04e-05,0.384,-4.387,0.131,107.226,0.498,62.0,1,1,1,[]
Michaela Dietz,0.5005000000000001,0.6759999999999999,140044.5,0.3775,0.0,0.2245,-11.249,0.4355,104.9805,0.5675,61.0,11,0,2,[]
Michal Urbaniak,0.6920000000000001,0.456,235333.0,0.618,0.0445,0.5920000000000001,-11.213,0.045,99.37200000000001,0.308,33.0,3,0,2,"['contemporary jazz', 'jazz violin', 'polish jazz']"
Michaël Lonsdale,0.894,0.51,505549.0,0.11800000000000001,1.67e-06,0.308,-21.855999999999998,0.363,121.08,0.22699999999999998,0.0,10,1,1,[]
Michel 'Le,0.0249,0.715,351040.0,0.49,0.00016999999999999999,0.139,-9.504,0.0479,129.309,0.429,35.0,9,0,2,"['atmosphere', 'background music']"
Michel Berger,0.3462666666666667,0.5516666666666667,241222.0,0.604,0.20850000000000005,0.08276666666666667,-8.754666666666667,0.028033333333333337,96.13033333333334,0.393,52.0,7,1,6,"['chanson', 'french pop', 'french rock']"
Michel De Villers,0.8751666666666668,0.5870833333333331,185996.70833333328,0.34391666666666665,0.6446445833333335,0.17419166666666666,-12.978666666666674,0.04141250000000002,103.67599999999996,0.5658291666666666,0.0,8,1,48,['french jazz']
Michel Fugain & Le Big Bazar,0.35,0.4295,191000.0,0.6785,0.0,0.3945,-6.4845000000000015,0.03985,124.42299999999999,0.6725,52.5,7,0,4,['chanson']
Michel LaRue,0.9183333333333332,0.631,125341.33333333331,0.1491,4.13e-06,0.1073,-16.911666666666665,0.11723333333333336,104.16833333333334,0.4283333333333334,1.0,3,0,3,['spirituals']
Michel LeBond,0.919,0.1255,203699.0,0.1027,0.8605,0.11,-27.6535,0.0385,76.873,0.05705,61.5,5,1,4,"['atmosphere', 'background music']"
Michel Legrand,0.7820967741935482,0.5113548387096775,202226.90322580645,0.2937870967741936,0.2592092480645162,0.15851290322580644,-15.684096774193545,0.03980967741935484,108.71590322580649,0.5012903225806451,15.35483870967742,0,1,31,"['chanson', 'classic soundtrack', 'french jazz', 'french soundtrack']"
Michel Manoll,0.812,0.634,986320.0,0.201,0.0,0.34299999999999997,-19.67,0.833,98.556,0.588,0.0,10,0,2,[]
Michel Piquemal,0.9640000000000001,0.0847,205493.0,0.0856,0.5920000000000001,0.289,-24.715999999999998,0.0405,84.245,0.0764,49.0,2,0,1,[]
Michel Piquemal Vocal Ensemble,0.9640000000000001,0.0847,205493.0,0.0856,0.5920000000000001,0.289,-24.715999999999998,0.0405,84.245,0.0764,49.0,2,0,1,[]
Michel Plasson,0.978,0.364,275467.0,0.0592,0.0,0.0823,-21.756999999999998,0.057,123.789,0.185,49.0,2,1,1,['orchestral performance']
Michel Polnareff,0.5569999999999999,0.4270000000000001,217482.8,0.4265999999999999,0.16786650000000006,0.2362,-9.5804,0.035719999999999995,108.3942,0.31120000000000003,42.0,7,1,10,"['chanson', 'french pop', 'french rock', 'ye ye']"
Michel Simon,0.9309999999999999,0.657,176200.0,0.306,0.0,0.16399999999999998,-11.425999999999998,0.24600000000000002,93.775,0.75,0.0,0,1,2,['coverchill']
Michel Sénéchal,0.9329999999999999,0.406,641480.0,0.2955,0.042641000000000005,0.25425,-16.274,0.0728,93.6775,0.2166,14.5,2,1,2,['classical tenor']
Michel Teló,0.222,0.65,170493.0,0.9470000000000001,0.0,0.9790000000000001,-5.3260000000000005,0.0717,96.035,0.6940000000000001,64.0,11,1,2,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Michel Warlop,0.925,0.723,172160.0,0.613,0.629,0.0908,-7.108,0.0805,118.346,0.903,34.0,11,0,2,['jazz violin']
Michel'le,0.1021142857142857,0.7272857142857143,294560.0,0.5974285714285715,0.04610534,0.13371428571428567,-9.339285714285714,0.07178571428571427,134.67228571428572,0.6717142857142857,36.42857142857143,8,1,14,[]
Michelangelo Rossi,0.996,0.494,141453.0,0.0408,0.937,0.1,-27.107,0.0385,89.868,0.67,0.0,7,1,1,"['baroque', 'italian baroque']"
Michele Calvino,0.951,0.38799999999999996,165200.0,0.0686,6.45e-06,0.303,-22.33,0.0475,112.389,0.273,0.0,0,1,1,[]
Michele Lee,0.659,0.354,202707.0,0.322,1.73e-06,0.16399999999999998,-14.844000000000001,0.0381,116.54899999999999,0.38799999999999996,2.0,0,0,2,[]
Michele Marsh,0.934,0.3925,233946.5,0.225,0.00010949999999999999,0.14850000000000002,-15.5915,0.1517,92.2485,0.3245,38.5,6,1,2,[]
Michele Pertusi,0.98,0.45,189333.0,0.261,0.000965,0.0686,-16.633,0.0798,136.941,0.29600000000000004,33.0,4,1,1,"['classical bass', 'italian bass', 'opera']"
Michelino e il suo complesso,0.498,0.8959999999999999,156173.0,0.546,3.42e-06,0.114,-9.949,0.067,114.09100000000001,0.76,26.0,1,1,2,[]
Michelle Ambriz,0.0208,0.772,268467.0,0.5529999999999999,0.0007160000000000001,0.355,-4.76,0.038,86.958,0.903,42.0,7,1,2,[]
Michelle Branch,0.05489875000000001,0.534625,225713.375,0.794125,0.0009287625,0.14140000000000005,-5.5615000000000006,0.04201250000000002,109.98525,0.5643750000000001,53.25,8,1,16,"['candy pop', 'dance pop', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']"
Michelle Breedt,0.9675,0.3175,205126.5,0.11245,0.461215,0.17800000000000002,-18.7845,0.04425,131.3495,0.19885,50.5,2,1,2,['classical mezzo-soprano']
Michelle Duffy,0.6458571428571429,0.5995714285714285,203270.57142857145,0.47,0.0,0.2206714285714286,-8.170714285714284,0.11114285714285713,105.777,0.5791428571428572,55.28571428571429,6,1,7,['show tunes']
Michelle Federer,0.614,0.4605,457333.0,0.4435,0.0,0.187,-8.753,0.0526,116.59200000000001,0.3285,45.5,0,1,2,['show tunes']
Michelle Montanari Con Orchestra Angelini,0.9475,0.732,191980.0,0.4045,0.047,0.21,-10.679,0.266,127.917,0.6439999999999999,3.5,1,1,4,[]
Michelle Pfeiffer,0.4459,0.55975,233118.25,0.572125,3.5465e-05,0.11685,-8.73075,0.07272500000000001,127.0425,0.5740000000000001,43.25,5,1,8,['hollywood']
Michelle Weeks,0.5672999999999999,0.5318999999999999,172793.4,0.4519,0.00041046,0.16984000000000002,-15.8322,0.10495000000000004,130.4227,0.5612999999999999,36.9,7,1,10,[]
Michelle Williams,0.2715,0.308,251906.5,0.3215,4.57e-06,0.0906,-11.0025,0.04755,108.1555,0.1454,72.0,7,1,4,['hollywood']
Michelle Wright,0.455,0.7140000000000001,238600.0,0.4270000000000001,0.0,0.0831,-10.328,0.0495,74.217,0.711,36.0,3,1,2,"['canadian country', 'country dawn']"
Michiel Schrey,0.9309999999999999,0.6115,113793.0,0.29400000000000004,0.0,0.05335,-4.655,0.0528,146.4795,0.6935,52.0,7,1,4,[]
Michiel Verkoren,0.5479999999999999,0.58,285640.0,0.55,0.0,0.304,-11.377,0.163,146.827,0.718,38.0,4,1,1,[]
Michl,0.8274999999999999,0.445,222233.5,0.402,9.300000000000001e-05,0.2015,-8.552000000000001,0.0849,98.41799999999999,0.1624,61.0,6,1,4,"['indie poptimism', 'vapor soul']"
Mick Fleetwood,0.261,0.607,237067.0,0.354,0.000659,0.0989,-13.882,0.0278,133.34,0.579,40.0,5,1,2,"['british blues', 'rock drums']"
Mick Gordon,0.002305,0.4556666666666666,278423.0,0.7503333333333334,0.8246666666666668,0.16366666666666665,-8.204666666666666,0.062166666666666676,128.42433333333332,0.1381,64.0,7,1,6,"['electronic djent', 'video game music']"
Mick Jagger,0.21308833333333327,0.6413333333333333,275024.5,0.6871666666666666,0.02738698333333333,0.11925,-8.7885,0.07091666666666667,123.30416666666666,0.5589999999999999,44.16666666666666,11,1,12,['classic rock']
Mick Jenkins,0.2805,0.5900000000000001,267493.0,0.618,6.05e-05,0.1095,-9.6045,0.2265,102.164,0.34750000000000003,56.0,2,1,4,"['chicago rap', 'conscious hip hop', 'drill', 'hip hop', 'rap', 'underground hip hop']"
Mick Jones,0.00252,0.537,227213.0,0.893,0.0211,0.0636,-5.459,0.0893,183.78,0.499,60.0,0,1,1,['album rock']
Mick Ronson,0.066,0.402,532047.0,0.6895,0.0021200000000000004,0.109,-8.8535,0.06375,134.22750000000002,0.325,26.5,9,0,4,"['glam rock', 'pub rock']"
Mick Smiley,0.00916,0.524,259800.0,0.424,0.151,0.133,-18.098,0.0401,130.054,0.42200000000000004,32.0,4,0,2,[]
Mick Taylor,0.40700000000000003,0.515,203600.0,0.309,0.951,0.0939,-15.859000000000002,0.0286,77.581,0.5429999999999999,36.0,11,0,2,['british blues']
Mickey & Sylvia,0.7334444444444447,0.6187777777777778,155071.0,0.4691111111111112,1.279222222222222e-05,0.18769999999999995,-10.111555555555556,0.03933333333333335,114.09744444444445,0.6748888888888889,16.77777777777778,0,1,18,['rhythm and blues']
Mickey Avalon,0.14452857142857142,0.7434285714285714,193781.1428571429,0.728,0.0,0.12454285714285715,-4.212714285714285,0.28014285714285714,98.61114285714287,0.7477142857142857,47.14285714285714,6,1,7,[]
Mickey Calin,0.8255,0.45125,185480.25,0.30799999999999994,4.3e-06,0.42465,-17.197750000000006,0.193325,102.44975,0.44925,15.0,7,1,4,[]
Mickey Gilley,0.5842249999999998,0.5924499999999999,184995.0,0.4413500000000001,0.023954881000000004,0.19562000000000004,-11.39025,0.040035,110.11370000000002,0.48995,26.95,0,1,40,"['classic country pop', 'country', 'country rock', 'nashville sound']"
Mickey Guyton,0.536,0.526,210199.0,0.5660000000000001,0.0,0.10800000000000001,-5.075,0.0395,86.899,0.13699999999999998,68.0,11,1,2,"['contemporary country', 'country pop']"
Mickey Mouse,0.47325,0.711125,122966.625,0.624625,6.3125e-07,0.149375,-6.870125,0.08492500000000001,107.53599999999996,0.8977499999999999,44.625,2,1,8,"['cartoon', ""children's music"", 'disney']"
Mickey Roker,0.7450000000000001,0.4925714285714285,441695.0,0.3147142857142858,0.3820857142857143,0.716,-15.365142857142859,0.07067142857142858,150.0825714285714,0.4304285714285713,18.285714285714285,10,0,7,[]
Mickey Rooney,0.7837500000000001,0.6327499999999999,203316.5,0.30200000000000005,2.35e-06,0.24225,-13.1025,0.094675,128.83725,0.589,16.0,8,1,4,['vintage hollywood']
Mickey and Pals,0.659,0.573,128853.0,0.442,0.0,0.21100000000000002,-10.305,0.0482,107.855,0.703,46.0,7,1,2,"[""children's music""]"
Micky & The Motorcars,0.0173,0.528,213360.0,0.728,1.14e-06,0.40299999999999997,-4.952,0.0264,144.046,0.39799999999999996,47.0,2,1,2,"['red dirt', 'roots americana', 'texas country']"
Micro TDH,0.0446,0.877,231848.0,0.777,3.46e-05,0.0863,-4.246,0.11699999999999999,102.02,0.706,80.0,1,1,2,['venezuelan hip hop']
Microdynamic Recordings,0.0926,0.0,143583.0,0.00216,0.982,0.821,-22.55,0.0,0.0,0.0,76.0,10,1,2,[]
Middle Brother,0.35600000000000004,0.664,243320.0,0.34700000000000003,8.58e-05,0.0997,-9.449,0.0296,119.132,0.26899999999999996,47.0,7,1,2,"['alternative country', 'deep new americana', 'indie folk', 'modern folk rock', 'new americana', 'roots rock', 'stomp and holler']"
Middle Class Rut,0.33299999999999996,0.767,256507.0,0.951,0.0,0.132,-2.011,0.0682,80.492,0.922,45.0,7,1,2,"['modern alternative rock', 'sacramento indie', 'stomp pop']"
Midge Ure,0.0504,0.5265,332620.0,0.667,0.1335,0.29700000000000004,-7.322999999999999,0.0559,119.9925,0.4725,52.0,2,1,4,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']"
Midlake,0.62,0.557,286880.0,0.7040000000000001,1.22e-05,0.13,-8.304,0.0317,121.742,0.565,53.0,8,0,2,"['austindie', 'chamber pop', 'denton tx indie', 'freak folk', 'indie rock', 'modern folk rock', 'stomp and holler']"
Midland,0.1265285714285714,0.6377142857142858,199637.7142857143,0.7784285714285714,9.774285714285716e-06,0.2971428571428572,-5.599857142857144,0.031542857142857136,116.56657142857144,0.7430000000000002,61.42857142857143,4,1,14,"['contemporary country', 'neo-traditional country', 'texas country']"
Midnight Oil,0.02976666666666667,0.6427777777777779,270116.55555555556,0.7011111111111112,0.0017846744444444441,0.16824444444444442,-7.5774444444444455,0.04076666666666666,126.01233333333332,0.6531111111111111,52.22222222222222,4,1,18,"['australian rock', 'dance rock']"
Midnight Star,0.04136684210526315,0.8346315789473685,368815.15789473685,0.7138421052631582,0.009457614736842104,0.0818842105263158,-8.595894736842103,0.04810526315789476,118.0097894736842,0.7923157894736842,32.1578947368421,7,1,38,"['disco', 'electro', 'funk', 'new jack swing', 'post-disco', 'quiet storm', 'urban contemporary']"
Midori,0.9209999999999999,0.125,191227.0,0.0668,0.00036899999999999997,0.0934,-25.375999999999998,0.0622,73.808,0.0874,2.0,4,1,1,"['indonesian worship', 'world worship']"
Midtown,0.0039075,0.3965,194673.5,0.9525,6.35e-07,0.08565,-2.035,0.06405,176.2625,0.5774999999999999,40.0,3,1,4,"['emo', 'pop punk']"
Mieczysław Horszowski,0.9841212121212116,0.3375454545454545,353212.87878787884,0.10032727272727274,0.7300606060606063,0.13596666666666668,-22.391090909090906,0.04116363636363635,101.23754545454548,0.27916969696969673,0.030303030303030307,4,1,33,['classical piano']
Mieczysław Weinberg,0.9865,0.38799999999999996,742941.5,0.2309,0.906,0.1062,-17.422,0.04225,85.18449999999999,0.2921,0.0,5,1,2,['russian modern classical']
Miel San Marcos,0.026775,0.4605,281730.0,0.8707499999999999,2.56e-06,0.69425,-3.86125,0.10395,148.4095,0.3185,56.0,0,0,4,"['latin christian', 'latin worship']"
Mietta,0.425,0.562,240141.0,0.639,0.0,0.0858,-8.356,0.0298,113.98899999999999,0.469,52.0,8,1,1,['italian pop']
Mighty Baby,0.12415425000000002,0.27375000000000005,320020.0,0.635375,0.217666175,0.1974125,-14.24625,0.052625000000000005,141.35662499999995,0.4625,24.875,7,1,16,"['acid rock', 'classic psychedelic rock', 'freakbeat', 'psychedelic rock']"
Mighty Clouds Of Joy,0.2667,0.44299999999999995,328622.0,0.47,0.0006066666666666668,0.3376666666666667,-11.501333333333335,0.056433333333333335,114.3336666666667,0.2733333333333333,28.66666666666667,5,1,6,"['contemporary gospel', 'gospel', 'praise']"
Mighty Diamonds,0.18126,0.78,195886.75,0.42525,0.0005160799999999999,0.113925,-10.83525,0.06595,125.06275,0.7914999999999999,41.5,0,1,8,"['dub', 'lovers rock', 'modern reggae', 'reggae', 'rock steady', 'roots reggae', 'ska']"
Mighty High Coup,0.00448,0.568,271372.0,0.956,0.0252,0.0894,-4.79,0.0447,84.98200000000001,0.48100000000000004,43.0,0,1,2,[]
Mighty Joe Young,0.5338181818181819,0.521909090909091,236796.4545454545,0.4499090909090909,0.0812905090909091,0.1203818181818182,-13.581272727272728,0.046781818181818174,117.02045454545454,0.739909090909091,27.72727272727273,2,1,11,"['chicago blues', 'electric blues']"
Mighty Panther,0.871,0.6579999999999999,225411.0,0.35200000000000004,0.0,0.39,-7.8020000000000005,0.0731,114.927,0.462,18.0,2,0,2,['calypso']
Mighty Sparrow,0.975,0.6383333333333333,278717.66666666674,0.38966666666666666,0.06446666666666667,0.3705000000000001,-12.126166666666668,0.11975,107.69433333333336,0.7995000000000001,19.5,5,1,12,['calypso']
Migos,0.1384250769230769,0.8394923076923078,236917.63076923077,0.6658153846153847,1.415430769230769e-05,0.17552923076923085,-5.339199999999998,0.19338461538461527,132.8004615384615,0.444356923076923,65.26153846153846,1,1,65,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
Miguel,0.2411684383561643,0.5852328767123289,223784.20547945207,0.5987123287671233,0.00026010698630137,0.2394410958904109,-6.909849315068495,0.11967945205479448,113.50167123287676,0.3905890410958906,60.31506849315068,0,1,73,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
"Miguel ""Michael"" Salgado",0.075,0.838,227533.0,0.809,0.00205,0.0531,-6.79,0.0794,102.97200000000001,0.703,41.0,7,1,2,['tejano']
Miguel Aceves Mejia,0.7226666666666667,0.4653333333333333,209444.66666666663,0.2936666666666667,5.1e-05,0.3033333333333334,-8.413333333333334,0.03439999999999998,99.09033333333332,0.35766666666666663,38.0,4,0,6,"['bolero', 'mariachi', 'ranchera']"
Miguel Angel,0.0526,0.687,165227.0,0.6629999999999999,2.11e-05,0.212,-7.044,0.0404,151.333,0.94,27.0,11,1,2,"['cumbia salvadorena', 'marimba orquesta']"
Miguel Bosé,0.21098823529411764,0.6524705882352942,251068.82352941172,0.5725882352941176,0.023017394117647062,0.16895588235294118,-11.115411764705883,0.04324999999999999,113.66200000000002,0.6515294117647058,50.38235294117647,9,1,34,"['latin', 'latin pop', 'mexican pop', 'rock en espanol', 'spanish pop']"
Miguel Cassina,0.82975,0.413,378760.25,0.4055,2.15025e-05,0.15232500000000004,-10.0445,0.042075,112.04799999999999,0.15075,38.5,4,1,8,"['latin christian', 'latin worship']"
Miguel Figueroa,0.28600000000000003,0.52,237187.0,0.647,0.27399999999999997,0.162,-9.832,0.0379,86.189,0.8079999999999999,37.0,7,0,2,[]
Miguel Gallardo,0.6135,0.5265000000000001,225384.5,0.4253333333333334,0.02116883333333333,0.32833333333333337,-10.935500000000005,0.03563333333333333,100.7155,0.4771666666666666,48.66666666666666,9,0,12,"['bolero', 'latin pop', 'pop romantico']"
Miguel Llobet Solés,0.9925200000000001,0.43988,203725.32,0.083616,0.9284,0.10594800000000004,-26.36856,0.05348399999999998,104.57347999999998,0.40648,0.04,9,1,25,['classical guitar']
Miguel Mateos,0.06129,0.5860000000000001,319354.5,0.6975,6.544999999999999e-05,0.09125,-5.161500000000001,0.03485,119.497,0.6815,57.0,7,1,4,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']"
Miguel Mateos - Zas,0.30789999999999995,0.6283999999999998,263626.6,0.8255999999999999,0.07884246,0.13594,-6.2422,0.04234,141.63479999999996,0.7834,54.2,9,1,10,"['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'rock nacional']"
Miguel Ramos Carrión,0.9696666666666666,0.4018333333333333,241924.33333333328,0.34366666666666673,0.017353483333333333,0.18588333333333326,-9.206166666666666,0.0486,110.00266666666666,0.392,3.0,5,1,6,[]
Miguel Rios,0.11964000000000001,0.4416000000000001,251522.6,0.8032,0.0,0.6341999999999999,-7.1194000000000015,0.12092000000000006,106.7716,0.5462,54.2,6,1,5,"['cantautor', 'nueva cancion', 'rock andaluz', 'rock en espanol', 'spanish new wave', 'spanish pop']"
Miguel Y Miguel,0.7269375,0.6408125000000001,190965.125,0.3690624999999999,1.2583125000000005e-05,0.17855624999999994,-9.3243125,0.045631249999999984,108.81331250000004,0.6894374999999998,44.1875,9,1,32,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']"
Mihalis Kalergis,0.9540000000000001,0.619,194227.0,0.456,0.342,0.122,-8.542,0.0387,105.927,0.805,0.0,0,1,2,[]
Mihalis Kallergis,0.9902999999999996,0.4796999999999999,201398.2,0.3238,0.6644720000000002,0.13838,-12.903099999999998,0.05467,117.3373,0.7048,0.0,8,1,20,[]
Miho Hatori,0.447,0.8690000000000001,180373.0,0.406,0.903,0.0713,-15.172,0.0662,114.024,0.96,52.0,0,1,2,['shibuya-kei']
Miike Snow,0.049233333333333316,0.6880000000000002,257606.1111111111,0.7981111111111109,0.012563461111111113,0.17676666666666666,-5.1498888888888885,0.046933333333333334,117.08966666666664,0.5459999999999999,49.33333333333334,10,0,18,"['alternative dance', 'dance-punk', 'electropop', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'shimmer pop', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']"
